Product,Product Name,Video title,Video Link,Video Transcript,Time Stamp 1,Aspect 1,Complaint Label 1,Time Stamp 2,Aspect 2,Complaint Label 2 ,Time Stamp 3,Aspect 3,Complaint Label 3,Time Stamp 4,Aspect 4,Complaint Label 4,Time stamp 5,Aspect 5,Complaint Label 5,Time stamp 6,Aspect 6,Complaint Label 6
Camera,,,,,,,,,,,,,,,,,,,,,,
Camera,,,,,,,,,,,,,,,,,,,,,,
Camera,,,,,,,,,,,,,,,,,,,,,,
Phone,Samsung Galaxy S23 Ultra,The Samsung S23 Ultra is secretly INCREDIBLE,https://www.youtube.com/watch?v=zz70o2Ia4X0&t=1,,0:32-0:35,Camera,0,1:02-1:08,Camera,1,1:47-1:51,OS,1,5:10-5:22,Design,1,,,,,,
Phone,iQOO 11,iQOO 11 Review with Pros & Cons | Specs on Paper,https://www.youtube.com/watch?v=2hUHgf8Hoy0,,1:00-1:12,Design,1,1:59-2:14,OS,0,2:55-3:03,Battery,1,10:38-10:43,Camera,0,,,,,,
Phone,Samsung Galaxy Z Fold 3,Samsung Galaxy Z Fold 3 Review with Pros & Cons,https://www.youtube.com/watch?v=YyealAmOA80,,0:57-1:25,Design,1,17:08-17:13,Battery life,1,21:29-21:36,Design,0,24:01-24:10,Price,0,,,,,,
Phone,Nothing Phone 1,"Nothing Phone 1 In-depth Review | The Good The Bad & Beyond the Hype!
",https://www.youtube.com/watch?v=suPODIDS5QQ,,2:01-2:33,Design,0,4:16-4:36,Design,1,5:44-6:23,Speakers,0,9:43-9:56,Storage,0,17:51-18:05,OS,1,,,
Phone,Motorola Edge 30 Pro,Motorola Edge 30 Pro Review Pros & Cons - New Value Flagship?,https://www.youtube.com/watch?v=sAPBsagmbbE,,4:01-4:15,OS,1,5:04-5:17,Design,1,25:37-25:44,Design,0,23:13-23:20,OS,0,,,,,,
Phone,Poco X5 Pro,"Poco X5 Pro - Ideal Value Mid Ranger or Not?
",https://www.youtube.com/watch?v=6pwLc3ScKDo,,1:26-1:36,speakers,1,2:14-2:24,design,1,5:06-5:17,OS,0,8:18-8:23,OS,1,11:18-11:23,camera,0,,,
Phone,OnePlus Nord CE,"OnePlus Nord CE Review Pros & Cons after 14 Days of use
",https://www.youtube.com/watch?v=njOIOIVqIYg,,1:00-1:17,design,1,3:13-3:19,storage,1,4:15-4:30,OS,1,9:25-9:34,Camera,0,9:54-10:07,design,0,,,
Phone,Nothing Phone (1),"Nothing Phone (1) Unboxing Initial Impression & Overview
",https://www.youtube.com/watch?v=AqjGp0gFfEQ,,2:42-2:59,Camera,1,5:17-5:23,speakers,1,5:33-5:45,OS,1,12:40-12:48,Camera,0,13:22-13:37,OS,0,,,
Phone,Motorola Edge 20 Fusion,Motorola Edge 20 Fusion Review with Pros & Cons - Ideal Midranger?,https://www.youtube.com/watch?v=5mmohKDgpxI,,1:22-1:37,design,1,3:29-3:39,Battery life,1,19:32-19:40,Design,0,20:58-21:06,Storage,0,,,,,,
Phone,Samsung Galaxy A52,"Samsung Galaxy A52 Review with It's Pros & Cons
",https://www.youtube.com/watch?v=K3C13blNf0I,,2:04-2:12,design,1,3:59-4:02,speakers,1,6:09-6:18,storage,1,11:44-11:54,OS,0,14:19-14:48,design,0,,,
Phone,OnePlus 7 Pro,"OnePlus 7 Pro Detailed Review with Pros & Cons
",https://www.youtube.com/watch?v=Y3C6tq49H3Q,,1:19-1:50,design,1,3:40-3:57,speakers,1,9:39-9:47,camera,1,11:03-11:07,battery life,0,11:54-12:16,camera,0,,,
Phone,Asus ROG Phone 3,Asus ROG Phone 3 Review with Pros & Cons Powerful Android Phone,https://www.youtube.com/watch?v=Hs99lGQiFhk,,1:54-2:02,design,1,3:08-3:32,OS,1,4:26-4:41,Speakers,1,8:16-8:29,battery life,1,14:27-14:34,design,0,13:14-13:19,camera,0
Phone,Motorola One Fusion+,"Motorola One Fusion+ Review with Pros & Cons Ideal Mid-Ranger
",https://www.youtube.com/watch?v=BNpAigK0Bxo,,2:16-2:27,OS,1,3:14-3:29,storage,1,7:48-7:58,battery,1,10:45-11:00,Design,0,11:56-12:07,camera,0,,,
Phone,Moto G60,Moto G60 Review with Pros & Cons - Good Mid-Ranger?,https://www.youtube.com/watch?v=PfN8dwcmuSs,,1:52-2:04,os,1,3:04-3:18,design,1,8:00-8:12,camera,1,8:48-9:08,design,0,9:23-9:39,camera,0,,,
Phone,Moto G82,"Moto G82 Review | Good MidRanger but not Ideal
",https://www.youtube.com/watch?v=7vAnsrTil2Q,,1:09-1:19,design,1,3:00-3:12,speakers,1,4:12-4:23,Design,0,7:32-7:38,Storage,0,,,,,,
Phone,OnePlus Nord,OnePlus Nord Review with Pros & Cons Beyond the Hype,https://www.youtube.com/watch?v=znZ3thJTfVQ,,10:59-11:16,design,0,11:30-11:41,speakers,0,0:40-0:55,Design,1,1:21-1:36,OS,1,,,,,,
Phone,OPPO Reno6 Pro,"OPPO Reno6 Pro Review with Pros & Cons After 2+ Weeks of Usage
",https://www.youtube.com/watch?v=zPpl2JjLvzg,,1:32-1:48,design,1,3:52-4:09,Os,1,5:02-5:07,battery,1,10:00-10:06,speaker,0,10:37-10:52,os,0,,,
Phone,Samsung Galaxy Z Flip 3 5G,Samsung Galaxy Z Flip 3 5G - Foldable Smartphone Review with Pros & Cons,https://www.youtube.com/watch?v=f3Q4v0HrmvQ,,1:17-1:26,design,1,7:08-7:12,speakers,1,13:02-13:20,os,0,14:05-14:14,battery life,0,,,,,,
Phone,Pixel 4a,"Pixel 4a Smartphone Review with Pros & Con the Little Gem
",https://www.youtube.com/watch?v=k4DypieamcE,,0:26-0:45,design,1,1:27-1:37,os,1,6:36-6:40,camera,1,8:56-9:08,speaker,0,10:25-10:32,camera,0,,,
Phone,OnePlus 8,"OnePlus 8 Review with Pros & Cons & My Thoughts
",https://www.youtube.com/watch?v=qA2lmfm-kS8,,0:56-1:19,design,1,1:40-1:45,os,1,8:04-8:10,Design,0,11:15-11:26,speaker,0,,,,,,
Phone,Poco X3 Pro,"Poco X3 Pro Review with Pros & Cons Power under Rs 20K
",https://www.youtube.com/watch?v=na9iUxvpoxY,,0:51-1:06,os,1,2:07-2:12,design,1,9:24-9:32,Speakers,0,11:25-11:30,Storage,0,,,,,,
Phone,Asus ROG Phone 5,"Asus ROG Phone 5 Review with Pros & Cons Performance Champ
",https://www.youtube.com/watch?v=a-1yAKxcoqo,,0:32-0:40,design,1,2:13-2:16,speakers,1,3:09-3:20,os,1,11:35-11:45,os,0,11:22-11:32,design,0,,,
Phone,Samsung Galaxy M30s,"Samsung Galaxy M30s Review with Pros & Cons
",https://www.youtube.com/watch?v=3IcNavm1Vkw,,0:57-1:12,design,1,2:33-2:40,os,1,5:37-5:51,battery,1,9:38-9:45,Camera,0,15:03-15:09,os,0,,,
Phone,Samsung Galaxy S20 FE 5G,"Samsung Galaxy S20 FE 5G Review with Pros & Cons (India Unit)
",https://www.youtube.com/watch?v=v79_onk-esI,,1:35-1:38,design,1,2:38-2:43,design,0,3:52-4:00,os,1,6:17-6:27,Storage,1,9:46-9:54,design,0,,,
Phone,Redmi Note 7 Pro,"Redmi Note 7 Pro Review with Pros & Cons
",https://www.youtube.com/watch?v=EBMleSM4ROg,,0:49-0:59,price,1,1:15-1:26,design,1,12:41-12:48,camera,0,13:07-13:18,design,0,,,,,,
Phone,Redmi Note 8 Pro,Redmi Note 8 Pro Review with Pros & Cons Best Mid Range Smartphone?,https://www.youtube.com/watch?v=IIP3l-_WNbE,,1:43-1:49,design,1,2:35-2:45,speakers,1,14:14-14:19,os,0,13:05-13:15,design,0,,,,,,
Phone,Samsung Galaxy S21 FE,"Samsung Galaxy S21 FE Full Review - The Good & The Bad
",https://www.youtube.com/watch?v=tsHeFBDZZOs,,1:26-1:39,design,1,2:16-2:26,battery life,1,10:56-11:12,Design,0,13:19-13:30,battery life,0,,,,,,
Phone,iPhone XR,iPhone XR Review with Pros & Cons - Will It Sell In India?,https://www.youtube.com/watch?v=-nRv68ocgnc,,1:36-1:49,design,1,2:42-2:48,os,1,5:41-5:56,price,0,6:06-6:15,design,0,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Phone,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Laptop,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Television,,,,,,,,,,,,,,,,,,,,,,
Earphones,,,,,,,,,,,,,,,,,,,,,,
Earphones,,,,,,,,,,,,,,,,,,,,,,
Earphones,,,,,,,,,,,,,,,,,,,,,,
Earphones,,,,,,,,,,,,,,,,,,,,,,
Earphones,,,,,,,,,,,,,,,,,,,,,,
